Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-2.13122,0.147307,0,1,0,0
-2.13568,0.0518222,0,1,0,0
-2.13587,-0.0434585,0,1,0,0
-2.13178,-0.13896,0,1,0,0
-2.12333,-0.23511,0,1,0,0
-2.1103,-0.332342,0,1,0,0
-2.09236,-0.431099,0,1,0,0
-2.06905,-0.531834,0,1,0,0
-2.03975,-0.635016,0,1,0,0
-2.00363,-0.741122,0,1,0,0
-1.95965,-0.850634,0,1,0,0
-1.90643,-0.96402,0,1,0,0
-1.8422,-1.08171,0,1,0,0
-1.76468,-1.20404,0,1,0,0
-1.67087,-1.33117,0,1,0,0
-1.55686,-1.46287,0,1,0,0
-1.41747,-1.59831,0,1,0,0
-1.2458,-1.73545,0,1,0,0
-1.03265,-1.87015,0,1,0,0
-0.765808,-1.99433,0,1,0,0
-0.429395,-2.09271,0,1,0,0
-0.00418289,-2.1363,0,1,0,0
0.00442149,1.91591,0,1,0,0
-0.377088,1.87844,0,1,0,0
-0.679168,1.7915,0,1,0,0
-0.918956,1.68115,0,1,0,0
-1.11063,1.56117,0,1,0,0
-1.26511,1.43883,0,1,0,0
-1.39064,1.3179,0,1,0,0
-1.49339,1.20022,0,1,0,0
-1.57801,1.08657,0,1,0,0
-1.648,0.977157,0,1,0,0
-1.70605,0.871854,0,1,0,0
-1.75422,0.770369,0,1,0,0
-1.79408,0.672325,0,1,0,0
-1.82687,0.577304,0,1,0,0
-1.85355,0.48488,0,1,0,0
-1.87484,0.394626,0,1,0,0
-1.8913,0.306127,0,1,0,0
-1.90336,0.218977,0,1,0,0
-1.91131,0.132779,0,1,0,0
-1.91534,0.047146,0,1,0,0
-1.91554,-0.0383052,0,1,0,0
-1.9119,-0.123956,0,1,0,0
-1.90435,-0.210189,0,1,0,0
-1.8927,-0.297395,0,1,0,0
-1.87664,-0.385969,0,1,0,0
-1.85577,-0.476319,0,1,0,0
-1.82952,-0.568866,0,1,0,0
-1.79716,-0.664037,0,1,0,0
-1.75775,-0.762264,0,1,0,0
-1.71006,-0.86397,0,1,0,0
-1.65249,-0.969541,0,1,0,0
-1.58301,-1.07928,0,1,0,0
-1.49892,-1.19331,0,1,0,0
-1.39671,-1.31147,0,1,0,0
-1.27174,-1.43298,0,1,0,0
-1.11782,-1.55603,0,1,0,0
-0.926706,-1.67689,0,1,0,0
-0.68743,-1.78835,0,1,0,0
-0.385753,-1.87668,0,1,0,0
-0.00442149,-1.91591,0,1,0,0
0.00463839,1.71556,0,1,0,0
-0.336988,1.68214,0,1,0,0
-0.607511,1.6044,0,1,0,0
-0.822262,1.50567,0,1,0,0
-0.993932,1.39831,0,1,0,0
-1.1323,1.28882,0,1,0,0
-1.24475,1.18058,0,1,0,0
-1.3368,1.07524,0,1,0,0
-1.41261,0.973505,0,1,0,0
-1.47532,0.875557,0,1,0,0
-1.52734,0.781286,0,1,0,0
-1.5705,0.690431,0,1,0,0
-1.60623,0.602654,0,1,0,0
-1.63563,0.517581,0,1,0,0
-1.65954,0.434831,0,1,0,0
-1.67864,0.354024,0,1,0,0
-1.69342,0.274785,0,1,0,0
-1.70425,0.196753,0,1,0,0
-1.71139,0.119572,0,1,0,0
-1.71503,0.0428948,0,1,0,0
-1.71524,-0.0336204,0,1,0,0
-1.71202,-0.110316,0,1,0,0
-1.70528,-0.187534,0,1,0,0
-1.69488,-0.265624,0,1,0,0
-1.68053,-0.344941,0,1,0,0
-1.66187,-0.425851,0,1,0,0
-1.6384,-0.508729,0,1,0,0
-1.60946,-0.593959,0,1,0,0
-1.57421,-0.681929,0,1,0,0
-1.53154,-0.773016,0,1,0,0
-1.48003,-0.867567,0,1,0,0
-1.41785,-0.965852,0,1,0,0
-1.34259,-1.06799,0,1,0,0
-1.25112,-1.17383,0,1,0,0
-1.13926,-1.28268,0,1,0,0
-1.00148,-1.39291,0,1,0,0
-0.830392,-1.5012,0,1,0,0
-0.616177,-1.60109,0,1,0,0
